Grado,Area,Pregunta,ImagenPregunta,Opcion1,ImagenOpcion1,Opcion2,ImagenOpcion2,Opcion3,ImagenOpcion3,Opcion4,ImagenOpcion4,Respuesta
7°,Lenguaje,Las partes de un cuento son:,,"Inicio, nudo y conclusión",,"Desenalce, conclusion e inicio",,"Inicio, conclusion y desenlace",,Concusión. Inicio y esenclace,,"Inicio, nudo y conclusión"
7°,Lenguaje,¿Por qué Aracne desafió a la Diosa?,img/texto17.webp,Para demostrar su habilidad en la música.,,Para competir en el arte de tejer.,,Para ganar un premio de la Diosa.,,Para convertirse en una Diosa.,,Para competir en el arte de tejer.
7°,Lenguaje,¿Qué hizo la Diosa después de que Aracne la superó?,img/texto17.webp,Felicitó a Aracne por su talento.,,Destruyó la tela de Aracne.,,Hizo un trato con Aracne.,,La convirtió en estatua.,,Destruyó la tela de Aracne.
7°,Lenguaje,“El libro es muy divertido _____ nos deja muchos conocimientos.” El conector que debe estar en el espacio para que el texto tenga sentido es:,,Además,,Porque,,Pues,,En pocas palabras,,Además
7°,Lenguaje,“La finca de Aguas Claras es grande”. Las palabras subrayadas en el enunciado son:,img/texto16.webp,Adjetivos,,Sustantivos,,Verbos,,Pronombres,,Adjetivos
7°,Matemáticas,"De los siguientes números, ¿cuál es equivalente a la fracción 3/4?",,"0,75",,"1,34",,"0,25",,"1,75",,"0,75"
7°,Matemáticas,"En el diagrama de barras se representa la cantidad de libros leídos por los estudiantes. Los valores son: 5, 7, 8, 6, 9. ¿Cuál es la media (promedio) de los libros leídos por los estudiantes?",img/tabla3.webp,6,,7,,"7,5",,8,,7
7°,Matemáticas,"En un grupo de 20 estudiantes, 5 tienen gatos, 10 tienen perros y 5 no tienen mascotas. ¿Cuál es la frecuencia relativa de los estudiantes que tienen gatos?",,"0,25",,"0,5",,"0,75",,"0,2",,"0,25"
7°,Matemáticas,"En un grupo de 20 estudiantes, 5 tienen gatos, 10 tienen perros y 5 no tienen mascotas. ¿Cuál es la frecuencia relativa de los estudiantes que tienen perros?",,"0,25",,"0,5",,"0,75",,"0,2",,"0,5"
7°,Matemáticas,"Si tienes las notas de cinco exámenes: 6, 7, 8, 6 y 7, ¿cuál es el promedio (media aritmética) de estas notas?",,6,,7,,"6,8",,"6,6",,"6,8"
7°,Matemáticas,"Si tienes un rectángulo cuyo perímetro es 40 cm y sus lados largos miden 12 cm cada uno, ¿cuánto mide cada lado corto?",,6 cm,,8 cm,,10 cm,,4 cm,,8 cm
7°,Matemáticas,"Si un ángulo tiene un valor de 180 grados, ¿cómo se llama?",,Ángulo recto,,Ángulo llano,,Ángulo agudo,,Ángulo obtuso,,Ángulo llano
7°,Matemáticas,"Un grupo de estudiantes organiza un evento en el que todos deben hacer filas de 6 personas. Si hay 144 estudiantes en total, ¿cuántas filas completas pueden hacer?",,18,,24,,36,,16,,24
7°,Matemáticas,"¿Cuál de las siguientes fracciones es equivalente a 0,5?",,1/2,,2/5,,3/4,,1/4,,1/2
7°,Matemáticas,"¿Cuál es la mediana de los siguientes valores: 12, 15, 11, 13 y 14?",,13,,12,,11,,14,,13
7°,Matemáticas,"¿Cuántos milímetros hay en 4,5 metros?",,45,,450,,4500,,"4,5",,4500
7°,Matemáticas,Dos rectas que se cortan en un solo punto y forman cuatro ángulos son llamadas:,,Rectas paralelas,,Rectas perpendiculares,,Rectas oblicuas,,Rectas secantes,,Rectas secantes
7°,Matemáticas,La “población” en un estudio es:,,El conjunto de todos los elementos o individuos que cumplen con un carácter,,Un grupo reducido de la población,,La cantidad de datos que se utilizan para hacer una investigación,,Una variable que puede cambiar durante el estudio,,El conjunto de todos los elementos o individuos que cumplen con un carácter
7°,Matemáticas,Un ángulo cuyo valor es menor de 90 grados se llama:,,Ángulo recto,,Ángulo agudo,,Ángulo obtuso,,Ángulo llano,,Ángulo agudo
7°,Matemáticas,¿Cuál de los siguientes números es divisible por 3?,,82,,105,,211,,152,,105
7°,Matemáticas,¿Cuál es el número natural más pequeño que tiene exactamente tres divisores?,,4,,6,,9,,8,,4
7°,Matemáticas,¿Cuál es la medida de cada ángulo interno en un cuadrado?,,45°,,60°,,90°,,120°,,90°
7°,Matemáticas,¿Cuál es la raíz cuadrada de 49?,,5,,6,,7,,9,,7
7°,Matemáticas,¿Cómo se llama el conjunto de puntos que tienen la misma distancia de un punto fijo llamado "centro"?,,Circunferencia,,Línea recta,,Segmento,,Ángulo,,Circunferencia
7°,Matemáticas,¿Qué es una muestra representativa?,,Es una muestra que tiene la misma cantidad de elementos que la población total,,Es la selección de la población que refleja las características generales de esta,,Es un estudio que se realiza solo con una persona de la población,,Es un tipo de variable que se puede contar,,Es la selección de la población que refleja las características generales de esta
7°,Matemáticas,¿Qué valor tiene la expresión -7x5?,,-35,,35,,12,,-12,,-35
8°,Inglés,Choose the correct way to begin a formal letter:,img/carta_sobre.webp,Hey! What's up?,,Dear Sir/Madam,,Hi there!,,Hello friend!,,Dear Sir/Madam
8°,Inglés,Completa de oración: They _____ playing soccer now.,img/play.webp,is,,are,,be,,were,,are
8°,Inglés,Complete the sentence: I enjoy _____ books in my free time.,img/reading.webp,read,,reading,,to read,,reads,,reading
8°,Inglés,Cuál es el sinónimo de “happy”:,img/happy4.webp,Angry,,Sad,,Joyful,,Tired,,Joyful
8°,Inglés,Cuál es lo opuesto de “big”?,img/grande_pequeño.webp,Small,,Tall,,Huge,,Short,,Small
8°,Inglés,Escoge la forma correcta del verbo para esta oración: She _____ to school every day.,img/student_female.webp,go,,goes,,going,,gone,,goes
8°,Inglés,Identifica la oración correcta:,img/pizza.webp,He don't like pizza.,,He doesn't likes pizza.,,He doesn't like pizza.,,He not like pizza.,,He doesn't like pizza.
8°,Inglés,Selecciona el plural de “Child”: ,,Childs,,Childes,,Children,,Child,,Children
8°,Inglés,What does Anna do every morning?,img/texto23.webp,Walks her cat,,Feeds her pets and walks her dog,,Volunteers at a shelter,,Studies for school,,Feeds her pets and walks her dog
8°,Inglés,What does Tom love to do?,img/texto22.webp,Watch TV,,Play basketball,,Go swimming,,Read books,,Play basketball
8°,Inglés,What does the phrase “wake up” mean? ,,To go to bed,,To get out of bed,,To eat breakfast,,To clean the house,,To get out of bed
8°,Inglés,What does the word “house” mean?,,A vehicle,,A place to live,,A type of food,,A type of animal,,A place to live
8°,Inglés,What is Tom's dream?,img/texto22.webp,To be a teacher,,To be a professional basketball player,,To travel the world,,To become a doctor,,To be a professional basketball player
8°,Inglés,What pets does Anna have?,img/texto23.webp,A dog and a bird,,"A dog, a cat, and a rabbit",,A rabbit and a turtle,,A cat and a hamster,,"A dog, a cat, and a rabbit"
8°,Inglés,Where does Anna volunteer?,img/texto23.webp,At a hospital,,At a school,,At an animal shelter,,At a library,,At an animal shelter
8°,Inglés,Where does Tom play basketball?,img/texto22.webp,At school,,At home,,At the park,,At the gym,,At the park
8°,Inglés,Which sentence is written correctly?,img/play.webp,I like to playing soccer.,,I like play soccer.,,I like to play soccer.,,I like plays soccer.,,I like to play soccer.
8°,Inglés,Which sentence uses the past tense correctly?,img/niña_corre.webp,She run to the park yesterday.,,She ran to the park yesterday.,,She running to the park yesterday.,,She runned to the park yesterday.,,She ran to the park yesterday.
8°,Inglés,Which word matches this definition: “a place where students learn”?,,Hospital,,Park,,School,,Library,,School
8°,Inglés,Who is Tom's favorite basketball player?,img/texto22.webp,Michael Jordan,,Kobe Bryant,,LeBron James,,Kevin Durant,,LeBron James
8°,Lenguaje,"En la oración: “El niño se comió la manzana porque tenía hambre.”, ¿qué expresa la palabra “porque”?",img/apple_niño.webp,Una causa.,,Una consecuencia.,,Una condición.,,Una comparación.,,Una causa.
8°,Lenguaje,"Según el texto, ¿cómo se describe el pueblo?",img/texto20.webp,Grande y moderno.,,Pequeño y sencillo.,,Abandonado y triste.,,Ruidoso y contaminado.,,Pequeño y sencillo.
8°,Lenguaje,"¿Cuál es el conector adecuado para completar la oración? “Juan estudió mucho, _____ aprobó el examen.”",img/niño_examen.webp,pero,,aunque,,por lo tanto,,sin embargo,,por lo tanto
8°,Lenguaje,Completa la oración: "No salí de casa _____ estaba lloviendo.",img/niño_lluvia.webp,porque,,aunque,,pero,,por lo tanto,,porque
8°,Lenguaje,Identifica el antónimo de valiente:,img/cobarde.webp,Atrevido,,Cobarde,,Fuerte,,Cauteloso,,Cobarde
8°,Lenguaje,Identifica el sujeto en la oración: “El perro de mi vecino ladra toda la noche.”,img/perro_ladra.webp,El perro,,Mi vecino,,Toda la noche,,Ladra,,El perro
8°,Lenguaje,Selecciona la opción con el uso correcto de los signos de puntuación:,,¿Cómo estas,,¡Qué bonita sorpresa!,,"Hola, como estas.",,Vamos al cine?,,¡Qué bonita sorpresa!
8°,Lenguaje,Selecciona la opción que contiene una oración exclamativa:,,¡Qué día tan bonito!,,Hoy hace buen clima.,,¿Quieres ir al parque?,,Vamos al cine.,,¡Qué día tan bonito!
8°,Lenguaje,Selecciona la oración que está correctamente escrita:,,María compró un libro ayer.,,Maria compro un libro ayer,,María compro un libro ayer,,Maria compró un libro ayer,,María compró un libro ayer.
8°,Lenguaje,¿A qué hora comienzan las actividades en Villa Luz?,img/texto20.webp,Al mediodía.,,En la noche.,,Al amanecer.,,Al atardecer.,,Al amanecer.
8°,Lenguaje,¿Cuál de las siguientes palabras está correctamente escrita?,,Resivir,,Recibir,,Resivir,,Recibirr,,Recibir
8°,Lenguaje,¿Cuál es el destino de las mariposas monarca?,img/texto21.webp,Canadá.,,Europa.,,México.,,Estados Unidos.,,México.
8°,Lenguaje,¿Cuál es el propósito del texto?,img/texto20.webp,Informar sobre un pueblo ficticio.,,Contar las costumbres de un pueblo.,,Narrar un conflicto en una comunidad.,,Dar instrucciones sobre agricultura.,,Contar las costumbres de un pueblo.
8°,Lenguaje,¿Cuál es el significado de la expresión “estar en las nubes”?,img/nubes.webp,Volar en avión.,,No prestar atención.,,Tener miedo.,,Estar contento.,,No prestar atención.
8°,Lenguaje,¿Cuál es el sinónimo de feliz?,img/feliz.webp,Triste,,Alegre,,Molesto,,Nervioso,,Alegre
8°,Lenguaje,¿Cuál es la idea principal del texto?,img/texto21.webp,Las mariposas monarca solo viven en México.,,El increíble viaje migratorio de las mariposas monarca.,,Los peligros que enfrentan los animales en general.,,La alimentación de las mariposas monarca.,,El increíble viaje migratorio de las mariposas monarca.
8°,Lenguaje,¿Cuál es la mejor forma de comenzar una carta formal?,img/carta_sobre.webp,"Hola, amigo.",,¿Qué tal todo?,,Estimado/a [Nombre]:,,¿Cómo estás?,,Estimado/a [Nombre]:
8°,Lenguaje,¿De dónde parten las mariposas monarca?,img/texto21.webp,México.,,Canadá.,,Estados Unidos.,,Sudamérica.,,Canadá.
8°,Lenguaje,¿Qué hacen los campesinos al comenzar el día?,img/texto20.webp,Ir a la escuela.,,Cuidar de sus cultivos.,,Dormir más.,,Salir de viaje.,,Cuidar de sus cultivos.
8°,Lenguaje,¿Qué palabra describe mejor a los habitantes de Villa Luz?,img/texto20.webp,Egoístas.,,Felices.,,Tristes.,,Solitarios.,,Felices.
8°,Lenguaje,¿Qué significa la palabra amplio?,,Muy grande o extenso,,Muy pequeño,,Oscuro y cerrado,,Complejo,,Muy grande o extenso
8°,Lenguaje,¿Qué significa la palabra inevitable?,,Algo que puede cambiarse.,,Algo que no se puede evitar.,,Algo seguro y feliz.,,Algo desconocido.,,Algo que no se puede evitar.
8°,Lenguaje,¿Qué significa la palabra “travesía” en el texto?,img/texto21.webp,Comida.,,Viaje.,,Descanso.,,Refugio.,,Viaje.
8°,Lenguaje,¿Qué tipo de palabra es rápidamente en la oración: “El atleta corrió rápidamente”?,img/atleta.webp,Sustantivo,,Adjetivo,,Verbo,,Adverbio,,Adverbio
8°,Matemáticas,"Juan tiene 12 manzanas. Si regala 3 a cada uno de sus 3 amigos, ¿cuántas manzanas le quedan?",img/manzanas_12.webp,3,,6,,9,,0,,3
8°,Matemáticas,"Si 2x−3=7, ¿cuál es el valor de x?",,2,,3,,5,,7,,5
8°,Matemáticas,"Si tienes 15×2−10, ¿cuál es el resultado?",,10,,20,,25,,30,,20
8°,Matemáticas,"Si un círculo tiene un radio de 7 cm, ¿cuál es su diámetro?",img/diametro.webp,7 cm,,14 cm,,21 cm,,28 cm,,14 cm
8°,Matemáticas,"Si una caja contiene 36 caramelos y se reparten en partes iguales entre 9 niños, ¿cuántos caramelos recibe cada niño?",img/candies.webp,2,,3,,4,,6,,4
8°,Matemáticas,"Si x+5=12, ¿cuál es el valor de x?",,6,,7,,8,,5,,7
8°,Matemáticas,Calcula: 8×7:,,54,,56,,64,,72,,56
8°,Matemáticas,Convertir 0.25 a fracción:,,1/2,,1/3,,1/4,,1/5,,1/4
8°,Matemáticas,En un salón hay 15 niños y 10 niñas. ¿Qué porcentaje del salón son niñas?,img/niñas_niños.webp,25%,,33.3%,,40%,,50%,,40%
8°,Matemáticas,María tiene $5000 y compra 3 lapiceros que cuestan $1200 cada uno. ¿Cuánto dinero le sobra?,img/pens.webp,$1200,,$1400,,$1600,,$2000,,$1400
8°,Matemáticas,Resuelve: 3x=15. ¿Cuál es el valor de x?,,3,,4,,5,,6,,5
8°,Matemáticas,Simplifica 8/12:,,2/3,,4/6,,1/2,,3/4,,2/3
8°,Matemáticas,Un auto recorre 60 km en una hora. ¿Cuántos kilómetros recorrerá en 4 horas?,img/car.webp,120 km,,180 km,,240 km,,300 km,,240 km
8°,Matemáticas,¿Cuál es el cociente de 144÷12?,,10,,11,,12,,13,,12
8°,Matemáticas,¿Cuál es el perímetro de un cuadrado con lados de 5 cm?,,20 cm,,15 cm,,25 cm,,10 cm,,20 cm
8°,Matemáticas,¿Cuál es el resultado de 3/4 +1/4 ?,,4/8,,1,,2/4,,5/4,,1
8°,Matemáticas,¿Cuál es el resultado de 5/6 - 1/3?,,4/6,,2/3,,1/2,,2/6,,1/2
8°,Matemáticas,¿Cuál es el resultado de 45+36?,,71,,81,,91,,101,,81
8°,Matemáticas,¿Cuál es el resultado de 120−75?,,55,,65,,45,,50,,45
8°,Matemáticas,¿Cuál es el valor de 1.5×4?,,4,,5,,6.5,,6.0,,6.0
8°,Matemáticas,¿Cuál es el valor de la suma de los ángulos internos de un triángulo?,img/poligono_1.webp,90°,,180°,,360°,,270°,,180°
8°,Matemáticas,¿Cuál es el valor de x? si x÷4=8,,16,,24,,32,,40,,32
8°,Matemáticas,¿Cuál es el área de un rectángulo con base 8 cm y altura 3 cm?,,11 cm²,,24 cm²,,16 cm²,,32 cm²,,24 cm²
8°,Matemáticas,¿Qué nombre tiene un triángulo con tres lados iguales?,img/poligono_2.webp,Isósceles,,Equilátero,,Escaleno,,Rectángulo,,Equilátero
8°,Matemáticas,¿Qué número satisface la ecuación x−4=10?,,12,,14,,16,,10,,14
9°,Inglés,- “How are you?” – “_____.”,,"I’m fine, thanks.",,I’m 14.,,I’m from Bogotá.,,I’m tall.,,"I’m fine, thanks."
9°,Inglés,- “Thank you very much!” – “_____.”,,You’re welcome.,,Goodbye.,,Good night.,,"No, thanks.",,You’re welcome.
9°,Inglés,- “What’s your favorite color?” – “_____.”,,It’s sunny.,,I’m fine.,,I’m 13.,,I like blue,,I like blue
9°,Inglés,- “Where are you from?” – “_____.”,,I’m fine.,,I’m from Colombia.,,I’m student.,,I’m 12.,,I’m from Colombia.
9°,Inglés," - “Can you help me, please?” – “_____.”",,"No, thanks.",,Sure!,,I’m sorry.,,Maybe.,,Sure!
9°,Inglés,He _____ like pizza.,img/pizza.webp,doesn’t,,don’t,,isn’t,,not,,doesn’t
9°,Inglés,He _____ to the gym every morning.,img/hombre_gimnasio.webp,go,,goes,,going,,gone,,goes
9°,Inglés,How many cats does she have?,img/texto27.webp,One,,Two,,Three,,None,,Two
9°,Inglés,How old is Tom?,img/texto26.webp,12,,13,,14,,15,,13
9°,Inglés,I _____ TV last night.,img/niño_tv.webp,watch,,watched,,watching,,watches,,watched
9°,Inglés,I _____ my homework before dinner.,img/homework.webp,doing,,does,,done,,did,,did
9°,Inglés,My mother _____ cooking Italian food.,img/mama_cocina.webp,is like,,like,,liking,,likes,,likes
9°,Inglés,She _____ to music right now.,img/listen.webp,listens,,listened,,is listening,,listen,,is listening
9°,Inglés,The children _____ at school yesterday.,img/school.webp,are,,was,,were,,is,,were
9°,Inglés,There _____ some apples on the table,img/apples_table.webp,is,,are,,be,,am,,are
9°,Inglés,They _____ playing soccer now.,img/play.webp,is,,was,,are,,be,,are
9°,Inglés,We _____ to school by bus.,img/schoolbus.webp,go,,goes,,are go,,went,,go
9°,Inglés,What animals does Maria have?,img/texto27.webp,Three dogs,,Two dogs and one cat,,One dog and two cats,,Three cats,,One dog and two cats
9°,Inglés,What does he do in the afternoon?,img/texto26.webp,He studies music.,,He watches TV.,,He plays soccer.,,He sleeps.,,He plays soccer.
9°,Inglés,What does she do with them?,img/texto27.webp,Sleeps,,Plays and feeds them,,Goes shopping,,Reads,,Plays and feeds them
9°,Inglés,What is her dog’s name?,img/texto27.webp,Luna,,Max,,Toby,,Coco,,Toby
9°,Inglés,What subject does he not like?,img/texto26.webp,Science,,Art,,English,,Math,,Math
9°,Inglés,What time does he get up?,img/texto26.webp,7:00,,6:00,,6:30,,8:00,,6:30
9°,Inglés,Where does he live?,img/texto26.webp,Medellín,,Bogotá,,Cali,,Cartagena,,Bogotá
9°,Inglés,Where does she play with them?,img/texto27.webp,In the park,,In the street,,In the yard,,In the house,,In the yard
9°,Lenguaje,"Completa la siguiente oración con la opción que le dé sentido: “Si estudio mucho, _____ un buen examen.”",img/homework.webp,sacaré,,sacaría,,sacaríais,,sacará,,sacaré
9°,Lenguaje,"Inferencia: Según el texto, ¿cuál de las siguientes actividades humanas contribuye significativamente a la contaminación del agua?",img/texto24.webp,Reciclar papel y plástico.,,Utilizar fertilizantes en la agricultura.,,Plantar árboles en los bosques.,,Caminar en lugar de usar el automóvil.,,Utilizar fertilizantes en la agricultura.
9°,Lenguaje,"Las palabras “libro”, “revista” y “periódico” pertenecen al campo semántico de:",img/lectura.webp,Muebles,,Alimentos,,Materiales de construcción,,Lectura,,Lectura
9°,Lenguaje,Completa la oración con el verbo adecuado: “Los estudiantes _____ sus tareas a tiempo.”,img/study.webp,hace,,hacen,,haz,,haces,,hacen
9°,Lenguaje,Consecuencia: ¿Cuál de las siguientes es una posible consecuencia a largo plazo de la contaminación del agua?,img/texto24.webp,Aumento de la biodiversidad en los océanos.,,Disminución de las enfermedades transmitidas por el agua.,,Mayor disponibilidad de agua potable.,,Escasez de agua limpia y segura para el consumo humano.,,Escasez de agua limpia y segura para el consumo humano.
9°,Lenguaje,El sinónimo de “contaminación” es:,img/contaminacion.webp,Pureza,,Limpieza,,Suciedad,,Transparencia,,Suciedad
9°,Lenguaje,Identifica la figura literaria presente en la siguiente frase: “Sus ojos eran dos luceros que iluminaban la noche.”,img/ojos.webp,Símil,,Metáfora,,Hipérbole,,Personificación,,Metáfora
9°,Lenguaje,La palabra “residuales” se refiere a:,img/residuos.webp,Lo que sobra o queda después de un proceso,,Lo que es nuevo o moderno,,Lo que es esencial o fundamental,,Lo que es natural u orgánico,,Lo que sobra o queda después de un proceso
9°,Lenguaje,Selecciona la opción que presenta la correcta concordancia entre sujeto y verbo:,,Los libros está en la biblioteca.,,Tú sabe la respuesta.,,Ustedes vamos al cine.,,El perro ladra fuerte.,,El perro ladra fuerte.
9°,Lenguaje,Selecciona la palabra que no pertenece al mismo campo semántico:,,Manzana,,Pera,,Mesa,,Naranja,,Mesa
9°,Lenguaje,dentifica el error en la siguiente oración: “Ayer fui al parque con mi hermano y jugamos a la pelota.”,img/niños_pelota.webp,No hay error,,"Ayer" debe llevar tilde,,"Fui" debe ser "fue",,"Jugamos" está mal escrito,,No hay error
9°,Lenguaje,¿Cuál de las siguientes opciones expresa una opinión?,,El agua hierve a 100 grados centígrados.,,La pizza es la comida más deliciosa del mundo.,,Colombia tiene una gran diversidad de fauna y flora.,,El sol es una estrella.,,La pizza es la comida más deliciosa del mundo.
9°,Lenguaje,¿Cuál de las siguientes oraciones está escrita correctamente?,,Me gusta mucho la pizza y los helados.,,Ayer fui al cine con mi amigo Juan.,,El perro de mi vecino ladra mucho.,,Todas las anteriores,,Todas las anteriores
9°,Lenguaje,¿Cuál es el principal problema abordado en el texto?,img/texto24.webp,La deforestación,,La contaminación del aire,,La contaminación del agua,,El calentamiento global,,La contaminación del agua
9°,Lenguaje,¿Cuál es el significado de la palabra “ambiguo”?,,Claro,,Preciso,,Vago,,Corto,,Vago
9°,Lenguaje,¿Cuál es la función de la palabra “que” en la oración “El libro que leí ayer fue muy interesante”?,img/cuento.webp,Sujeto,,Predicado,,Complemento directo,,Conector,,Conector
9°,Lenguaje,¿Cuál es la función del adjetivo en la oración?,,"Nombrar personas, animales o cosas.",,Expresar acciones o estados.,,Modificar a un sustantivo.,,Unir palabras o frases.,,Modificar a un sustantivo.
9°,Lenguaje,¿Cuál es la idea principal que se debe transmitir en un texto sobre la importancia de reciclar?,,Que el reciclaje es divertido,,Que el reciclaje genera empleo,,Que el reciclaje ayuda a cuidar el medio ambiente,,Que el reciclaje es una moda,,Que el reciclaje ayuda a cuidar el medio ambiente
9°,Lenguaje,¿Cuál es una de las funciones principales de los océanos mencionada en el texto?,img/texto25.webp,Producir energía eléctrica,,Regular el clima del planeta,,Reducir la cantidad de lluvia,,Generar viento constante,,Regular el clima del planeta
9°,Lenguaje,¿Cuáles son las principales causas de la contaminación del agua según el texto?,img/texto24.webp,La lluvia ácida y los incendios forestales,,"Los desechos industriales, agrícolas y aguas residuales",,La sobrepesca y la construcción de represas,,El cambio climático y el aumento del nivel del mar,,"Los desechos industriales, agrícolas y aguas residuales"
9°,Lenguaje,¿Qué acción humana se menciona como perjudicial para los océanos?,img/texto25.webp,La agricultura intensiva,,El aumento de la temperatura,,La construcción de carreteras,,La sobrepesca,,La sobrepesca
9°,Lenguaje,¿Qué porcentaje de la superficie de la Tierra está cubierto por los océanos?,img/texto25.webp,Menos del 50%,,Más del 70%,,Exactamente el 60%,,Entre el 50% y el 60%,,Más del 70%
9°,Lenguaje,¿Qué recomendación se da para ayudar a conservar los océanos?,img/texto25.webp,Utilizar más combustibles fósiles,,Reducir los plásticos de un solo uso,,Construir más barcos pesqueros,,Contaminar las aguas con fertilizantes,,Reducir los plásticos de un solo uso
9°,Lenguaje,¿Qué sucede si los océanos absorben dióxido de carbono?,img/texto25.webp,Se agrava el cambio climático,,Ayudan a mitigar el cambio climático,,No tiene ningún efecto en el clima,,Causan huracanes más intensos,,Ayudan a mitigar el cambio climático
9°,Lenguaje,¿Qué tipo de impacto tiene la contaminación del agua?,img/texto24.webp,Solo afecta a los animales acuáticos,,Afecta a la salud humana y a los ecosistemas,,No tiene un impacto significativo en el medio ambiente,,Solo afecta a las plantas acuáticas,,Afecta a la salud humana y a los ecosistemas
9°,Matemáticas,"Cubo de un término algebraico. Si a = 3, calcula (2a)³.",,54,,108,,216,,324,,216
9°,Matemáticas,"Si 20 patos tienen comida para 10 días. ¿si son 5 patos, cuántos días tendrán comida?",img/pato.webp,50 días,,20 días,,40 días,,22 días,,40 días
9°,Matemáticas,"Una rueda da 200 vueltas en 10 minutos, ¿cuántas vueltas dará en una hora y 15 minutos?",img/rueda.webp,2000,,1500,,1000,,150,,1500
9°,Matemáticas,Calcula el volumen de un cilindro con radio r = 3 y altura h = 5. Formula V= π.r.h ,,45π,,30π,,15π,,90π,,15π
9°,Matemáticas,Cuadrado de la resta de dos términos algebraicos. Calcula (2x - 3)².,,4x² + 12x + 9,,4x² + 12x + 6,,4x² - 12x + 9,,2x³ + 6x + 5,,4x² - 12x + 9
9°,Matemáticas,Desarrolla el polinomio P(x) = x² - 2x … cuando x = 3:,,9,,6,,3,,12,,3
9°,Matemáticas,Ecuaciones de primer grado con paréntesis. Resuelve 2(x - 3) + 4 = 10:,,5,,4,,3,,6,,6
9°,Matemáticas,Ecuaciones lineales sencillas. Resuelve 3x + 5 = 11:,,x = 2,,x = -2,,x = 11,,x = 8,,x = 2
9°,Matemáticas,Exponentes. Factoriza la expresión x² - 3x:,,x(x - 3),,x(x + 3),,x(x - 5),,x(x + 6),,x(x - 3)
9°,Matemáticas,Factorización de trinomios cuadrados perfectos. Factoriza x² - 6x + 9:,,(x - 3)²,,(x + 3)²,,(y - 3)²,,(x + 6)²,,(x - 3)²
9°,Matemáticas,Factorización por agrupación de términos. Factoriza 2xy + 4x + 3y + 6:,,(2x + 6)(y + 2),,(2x + 4)(3y + 2),,(2x + 3)(y + 2),,(6x + 2)(y + 6),,(2x + 3)(y + 2)
9°,Matemáticas,Factorización por diferencia de cuadrados. Factoriza x² - 16:,,(x - 4)(x + 4),,(x - 25)(x + 25),,(x - 8)(x + 8),,(x + 4)(x + 12),,(x - 4)(x + 4)
9°,Matemáticas,Operaciones con números naturales ¿Cuál es el resultado de 75 ÷ (5 + 10)?,,5,,3,,15,,10,,
9°,Matemáticas,Operaciones con polinomios. Multiplica (x + 2)(x - 3):,,x² - x – 6,,x² + 7x – 12,,x² + 5x + 12,,x² + 2x – 12,,x² - x – 6
9°,Matemáticas,Operaciones entre polinomios. Simplifica (3x² - 5x + 2) + (2x² + 4x - 1).,,5x² - x + 1,,5x² - 9x + 3,,5x⁴ - 9x + 5,,5x² - x - 1,,5x² - x + 1
9°,Matemáticas,Producto de binomios. Multiplica (x + 3)(x - 4):,,x² - x - 12,,x² + 7x – 12,,x² + x – 12,,x² + 7x + 12,,x² - x - 12
9°,Matemáticas,Resolución de ecuaciones con fracciones. Realiza la siguiente operación: 2/3 + 4/5 - 1/2,,37/30,,27/30,,16/30,,29/30,,29/30
9°,Matemáticas,Resta de polinomios. Realiza la siguiente operación: (3x² - 4x + 7) - (x² + 2x - 3),,2x² - 6x + 10,,2x² - 6x + 4,,4x² - 6x + 10,,2x² + 4x + 10,,2x² - 6x + 10
9°,Matemáticas,Resuelve 2x + 3 = 15:,,x = 5,,x = 6,,x = 12,,x = 30,,x = 6
9°,Matemáticas,Si un rectángulo tiene 10m de base y 7m de altura. Otro rectángulo de igual área tiene 4m de base. ¿cuál será su altura en metros?,img/area_rectangulos.webp,14.5m,,17.5m,,20m,,22.5m,,17.5m
9°,Matemáticas,Simplificación de expresiones algebraicas. Simplifica la expresión (3x + 9)/3:,,x + 3,,x + 2,,2x + 3,,X + 9,,x + 3
9°,Matemáticas,Valor de un polinomio. Calcula el valor de P(x) = 2x² - 5x + 3 para x = 2.,,1,,5,,3,,7,,1
9°,Matemáticas,si tenemos 12560cm en el perímetro de una vivienda ¿cuánto mide esto en kilómetros?,img/perimetro_casa.webp,1.256km,,0.1256km,,12.56km,,125.60km,,0.1256km
9°,Matemáticas,¿Cuál es el grado absoluto del polinomio 6x⁴ + y⁵ ?,,4,,5,,9,,6,,5
9°,Matemáticas,¿cuál de los siguientes triángulos tiene todos sus lados de diferente longitud?,img/triangulo4.webp,Equilátero,,Isósceles,,Escaleno,,Rectángulo,,Escaleno
10°,Inglés,"“Could you help me, please?” – “_____.”",,No,,I’m busy,,Never,,Of course,,Of course
10°,Inglés,Choose the word that is NOT a fruit.,,apple,,banana,,carrot,,mango,,carrot
10°,Inglés,How does María go to school?,img/texto33.webp,On foot,,By car,,By bike,,By bus,,By bus
10°,Inglés,How many animals does David have?,img/texto34.webp,One,,Two,,Three,,Four,,Three
10°,Inglés,I _____ watching a movie right now.,img/niño_tv.webp,is,,are,,be,,am,,am
10°,Inglés,She _____ to the park every morning.,img/niña_parque.webp,go,,goes,,going,,gone,,goes
10°,Inglés,They _____ soccer yesterday afternoon.,img/niños_pelota.webp,play,,played,,playing,,plays,,played
10°,Inglés,What does María do after school?,img/texto33.webp,Plays soccer,,Watches TV,,Helps her mother,,Goes shopping,,Helps her mother
